transcript_name,gene_name,cell_type,isoform_role,usage_direction,tx_role_mane
TBC1D14-208,TBC1D14,Oligodendrocyte,Minor,AD_enriched,Alternate
transcript16738.chr4.nnic,TBC1D14,Oligodendrocyte,Minor,AD_enriched,Alternate
TBCEL-202,TBCEL,Oligodendrocyte,Dominant,CT_enriched,Alternate
TBL3-206,TBL3,Oligodendrocyte,Minor,AD_enriched,Alternate
TBL3-205,TBL3,Oligodendrocyte,Dominant,CT_enriched,Canonical
TCERG1-202,TCERG1,Oligodendrocyte,Dominant,CT_enriched,Alternate
TCERG1-207,TCERG1,Oligodendrocyte,Minor,AD_enriched,Alternate
TERF1-201,TERF1,Oligodendrocyte,Dominant,CT_enriched,Alternate
TGOLN2-202,TGOLN2,Oligodendrocyte,Minor,AD_enriched,Alternate
TGOLN2-201,TGOLN2,Oligodendrocyte,Dominant,CT_enriched,Canonical
THOC2-220,THOC2,Oligodendrocyte,Dominant,CT_enriched,Alternate
TIAM1-207,TIAM1,Oligodendrocyte,Dominant,CT_enriched,Alternate
TIGD6-201,TIGD6,Oligodendrocyte,Dominant,CT_enriched,Canonical
TIGD6-202,TIGD6,Oligodendrocyte,Minor,AD_enriched,Alternate
transcript149227.chr9.nic,TLE4,Oligodendrocyte,Minor,AD_enriched,Alternate
TMC6-229,TMC6,Oligodendrocyte,Minor,AD_enriched,Alternate
TMCC1-203,TMCC1,Oligodendrocyte,Dominant,CT_enriched,Alternate
TMCC1-201,TMCC1,Oligodendrocyte,Minor,AD_enriched,Canonical
TMEM127-201,TMEM127,Oligodendrocyte,Dominant,AD_enriched,Canonical
TMEM127-202,TMEM127,Oligodendrocyte,Minor,CT_enriched,Alternate
transcript212767.chr6.nic,TMEM181,Oligodendrocyte,Minor,AD_enriched,Alternate
TMEM181-202,TMEM181,Oligodendrocyte,Dominant,CT_enriched,Canonical
transcript190990.chr11.nic,TMEM218,Oligodendrocyte,Minor,AD_enriched,Alternate
transcript191742.chr11.nic,TMEM218,Oligodendrocyte,Dominant,CT_enriched,Alternate
TMEM255A-203,TMEM255A,Oligodendrocyte,Dominant,AD_enriched,Canonical
TNIK-201,TNIK,Oligodendrocyte,Minor,AD_enriched,Alternate
TNIK-204,TNIK,Oligodendrocyte,Dominant,CT_enriched,Canonical
TNPO1-204,TNPO1,Oligodendrocyte,Dominant,CT_enriched,Alternate
TOM1L2-202,TOM1L2,Oligodendrocyte,Minor,AD_enriched,Canonical
transcript58754.chr20.nic,TOMM34,Oligodendrocyte,Dominant,CT_enriched,Alternate
transcript160367.chr3.nic,TOMM70,Oligodendrocyte,Minor,CT_enriched,Alternate
TOP2B-212,TOP2B,Oligodendrocyte,Dominant,CT_enriched,Alternate
TRAK1-206,TRAK1,Oligodendrocyte,Minor,AD_enriched,Alternate
TRAPPC9-201,TRAPPC9,Oligodendrocyte,Dominant,CT_enriched,Canonical
TRHDE-AS1-218,TRHDE-AS1,Oligodendrocyte,Dominant,CT_enriched,no_MANE_coverage
transcript219031.chr2.nnic,TSGA10,Oligodendrocyte,Minor,CT_enriched,Alternate
TSGA10-207,TSGA10,Oligodendrocyte,Dominant,AD_enriched,Alternate
TTC19-202,TTC19,Oligodendrocyte,Dominant,CT_enriched,Alternate
TTC21B-214,TTC21B,Oligodendrocyte,Dominant,CT_enriched,Alternate
TUBGCP2-201,TUBGCP2,Oligodendrocyte,Dominant,CT_enriched,Canonical
UBE3B-202,UBE3B,Oligodendrocyte,Minor,AD_enriched,Canonical
UPF2-202,UPF2,Oligodendrocyte,Dominant,CT_enriched,Canonical
USB1-201,USB1,Oligodendrocyte,Dominant,AD_enriched,Canonical
USB1-219,USB1,Oligodendrocyte,Minor,CT_enriched,Alternate
USP1-202,USP1,Oligodendrocyte,Minor,AD_enriched,Alternate
USP1-201,USP1,Oligodendrocyte,Dominant,CT_enriched,Canonical
USP11-201,USP11,Oligodendrocyte,Dominant,CT_enriched,Alternate
USP11-206,USP11,Oligodendrocyte,Minor,AD_enriched,Alternate
UTY-205,UTY,Oligodendrocyte,Minor,CT_enriched,Alternate
VPS13B-219,VPS13B,Oligodendrocyte,Dominant,CT_enriched,Alternate
VPS39-205,VPS39,Oligodendrocyte,Dominant,CT_enriched,Alternate
VPS39-201,VPS39,Oligodendrocyte,Minor,AD_enriched,Canonical
WASHC2A-209,WASHC2A,Oligodendrocyte,Minor,CT_enriched,Alternate
WDR47-203,WDR47,Oligodendrocyte,Minor,AD_enriched,Alternate
XPNPEP1-213,XPNPEP1,Oligodendrocyte,Minor,AD_enriched,Alternate
transcript114140.chr5.nic,XRCC4,Oligodendrocyte,Dominant,CT_enriched,Alternate
YTHDF2-206,YTHDF2,Oligodendrocyte,Minor,AD_enriched,Alternate
ZBTB20-201,ZBTB20,Oligodendrocyte,Minor,CT_enriched,Alternate
ZBTB44-201,ZBTB44,Oligodendrocyte,Dominant,CT_enriched,Canonical
ZC3H13-206,ZC3H13,Oligodendrocyte,Dominant,CT_enriched,Canonical
ZDHHC20-210,ZDHHC20,Oligodendrocyte,Dominant,CT_enriched,Alternate
ZDHHC6-202,ZDHHC6,Oligodendrocyte,Dominant,CT_enriched,Canonical
ZDHHC6-210,ZDHHC6,Oligodendrocyte,Minor,AD_enriched,Alternate
ZFPL1-215,ZFPL1,Oligodendrocyte,Dominant,CT_enriched,Alternate
ZFPL1-201,ZFPL1,Oligodendrocyte,Minor,AD_enriched,Canonical
ZNF131-221,ZNF131,Oligodendrocyte,Minor,AD_enriched,Canonical
ZNF160-202,ZNF160,Oligodendrocyte,Minor,AD_enriched,Alternate
ZNF197-204,ZNF197,Oligodendrocyte,Minor,AD_enriched,Alternate
ZNF197-202,ZNF197,Oligodendrocyte,Dominant,CT_enriched,Canonical
ZNF207-201,ZNF207,Oligodendrocyte,Dominant,CT_enriched,Alternate
ZNF224-201,ZNF224,Oligodendrocyte,Minor,AD_enriched,Alternate
ZNF224-209,ZNF224,Oligodendrocyte,Minor,CT_enriched,Canonical
ZNF254-202,ZNF254,Oligodendrocyte,Dominant,CT_enriched,Canonical
ZNF266-201,ZNF266,Oligodendrocyte,Dominant,CT_enriched,Alternate
ZNF266-206,ZNF266,Oligodendrocyte,Minor,AD_enriched,Canonical
ZNF37A-207,ZNF37A,Oligodendrocyte,Minor,AD_enriched,Canonical
ZNF37A-201,ZNF37A,Oligodendrocyte,Dominant,CT_enriched,Alternate
ZNF502-203,ZNF502,Oligodendrocyte,Minor,AD_enriched,Canonical
ZNF502-204,ZNF502,Oligodendrocyte,Dominant,CT_enriched,Alternate
ZNF514-201,ZNF514,Oligodendrocyte,Minor,AD_enriched,Canonical
ZNF514-205,ZNF514,Oligodendrocyte,Dominant,CT_enriched,Alternate
ZNF558-207,ZNF558,Oligodendrocyte,Dominant,AD_enriched,Canonical
transcript102246.chr19.nnic,ZNF571,Oligodendrocyte,Dominant,CT_enriched,Alternate
ZNF7-218,ZNF7,Oligodendrocyte,Minor,AD_enriched,Alternate
ZNF738-206,ZNF738,Oligodendrocyte,Dominant,CT_enriched,Canonical
ZNF738-201,ZNF738,Oligodendrocyte,Minor,AD_enriched,Alternate
ZNHIT6-201,ZNHIT6,Oligodendrocyte,Dominant,CT_enriched,Canonical
transcript148113.chr1.nnic,ZNHIT6,Oligodendrocyte,Minor,AD_enriched,Alternate
AARS1-225,AARS1,OPC,Minor,AD_enriched,Alternate
AARS1-201,AARS1,OPC,Dominant,CT_enriched,Canonical
ABCC8-269,ABCC8,OPC,Minor,AD_enriched,Alternate
ACAP2-206,ACAP2,OPC,Dominant,CT_enriched,Alternate
ACAP2-201,ACAP2,OPC,Minor,AD_enriched,Canonical
ACER3-219,ACER3,OPC,Minor,AD_enriched,Alternate
ACSL6-205,ACSL6,OPC,Minor,CT_enriched,Alternate
ADD1-201,ADD1,OPC,Dominant,CT_enriched,Alternate
ADGRB2-206,ADGRB2,OPC,Dominant,CT_enriched,Alternate
AK2-214,AK2,OPC,Dominant,CT_enriched,Canonical
AKAP8L-239,AKAP8L,OPC,Dominant,CT_enriched,Alternate
ALDH1L1-203,ALDH1L1,OPC,Dominant,CT_enriched,Canonical
AMPH-201,AMPH,OPC,Minor,AD_enriched,Alternate
AMPH-202,AMPH,OPC,Dominant,CT_enriched,Canonical
AMT-242,AMT,OPC,Minor,AD_enriched,Alternate
AMZ1-207,AMZ1,OPC,Minor,AD_enriched,Canonical
AMZ1-202,AMZ1,OPC,Dominant,CT_enriched,Alternate
ANAPC5-201,ANAPC5,OPC,Dominant,CT_enriched,Canonical
ANKRD18A-201,ANKRD18A,OPC,Dominant,CT_enriched,Canonical
ANTXR1-201,ANTXR1,OPC,Minor,AD_enriched,Canonical
ANTXR1-210,ANTXR1,OPC,Dominant,CT_enriched,Alternate
transcript2998.chr11.nic,AP2A2,OPC,Minor,AD_enriched,Alternate
transcript3042.chr11.nic,AP2A2,OPC,Dominant,CT_enriched,Alternate
AP3D1-202,AP3D1,OPC,Minor,AD_enriched,Alternate
AP4E1-202,AP4E1,OPC,Minor,CT_enriched,Alternate
APBB1-204,APBB1,OPC,Minor,AD_enriched,Alternate
ARF5-201,ARF5,OPC,Dominant,CT_enriched,Canonical
ARF5-204,ARF5,OPC,Minor,AD_enriched,Alternate
ARID1B-226,ARID1B,OPC,Dominant,CT_enriched,Alternate
ARID1B-221,ARID1B,OPC,Minor,CT_enriched,Alternate
ARID4A-204,ARID4A,OPC,Minor,AD_enriched,Alternate
ARMC8-210,ARMC8,OPC,Minor,CT_enriched,Canonical
ARMCX4-201,ARMCX4,OPC,Dominant,CT_enriched,Alternate
ASH1L-210,ASH1L,OPC,Minor,AD_enriched,Alternate
ATF7IP-222,ATF7IP,OPC,Minor,AD_enriched,Alternate
ATL1-209,ATL1,OPC,Dominant,CT_enriched,Alternate
ATM-241,ATM,OPC,Minor,AD_enriched,Alternate
ATP6V1B2-206,ATP6V1B2,OPC,Minor,AD_enriched,Alternate
ATP6V1B2-201,ATP6V1B2,OPC,Dominant,CT_enriched,Canonical
ATP7A-229,ATP7A,OPC,Minor,AD_enriched,Alternate
AUP1-201,AUP1,OPC,Minor,AD_enriched,Canonical
transcript196245.chr3.nnic,B4GALT4,OPC,Minor,AD_enriched,Alternate
BPTF-215,BPTF,OPC,Dominant,CT_enriched,Alternate
BPTF-207,BPTF,OPC,Minor,AD_enriched,Alternate
BSCL2-236,BSCL2,OPC,Dominant,CT_enriched,Alternate
BSCL2-203,BSCL2,OPC,Minor,AD_enriched,Canonical
transcript52007.chr6.nnic,BTBD9,OPC,Minor,AD_enriched,Alternate
BUB3-201,BUB3,OPC,Minor,AD_enriched,Alternate
BUB3-203,BUB3,OPC,Dominant,CT_enriched,Canonical
C6orf89-201,C6orf89,OPC,Minor,AD_enriched,Alternate
C6orf89-204,C6orf89,OPC,Dominant,CT_enriched,Canonical
C7orf50-204,C7orf50,OPC,Dominant,AD_enriched,Alternate
CACNB4-265,CACNB4,OPC,Dominant,CT_enriched,Alternate
CALCOCO1-217,CALCOCO1,OPC,Minor,AD_enriched,Alternate
CAMTA1-215,CAMTA1,OPC,Minor,AD_enriched,Alternate
transcript610.chr5.nnic,CCDC127,OPC,Minor,AD_enriched,Alternate
CDK13-214,CDK13,OPC,Minor,AD_enriched,Alternate
CDK13-217,CDK13,OPC,Minor,AD_enriched,Alternate
CDK13-202,CDK13,OPC,Dominant,CT_enriched,Alternate
CEP126-203,CEP126,OPC,Minor,AD_enriched,Alternate
CEP350-202,CEP350,OPC,Minor,AD_enriched,Canonical
CERT1-216,CERT1,OPC,Dominant,CT_enriched,Alternate
CGGBP1-201,CGGBP1,OPC,Minor,AD_enriched,Alternate
transcript96920.chr4.nnic,CHIC2,OPC,Dominant,CT_enriched,Alternate
CHORDC1-201,CHORDC1,OPC,Dominant,CT_enriched,Canonical
CHTOP-203,CHTOP,OPC,Minor,AD_enriched,Alternate
CHTOP-206,CHTOP,OPC,Dominant,CT_enriched,Alternate
CIAO1-201,CIAO1,OPC,Minor,AD_enriched,Alternate
CIAO1-203,CIAO1,OPC,Dominant,CT_enriched,Canonical
transcript3047.chr19.nic,CIRBP,OPC,Minor,CT_enriched,Alternate
CLINT1-206,CLINT1,OPC,Dominant,CT_enriched,Alternate
CLINT1-201,CLINT1,OPC,Minor,AD_enriched,Canonical
CNDP2-209,CNDP2,OPC,Minor,AD_enriched,Alternate
CNDP2-201,CNDP2,OPC,Dominant,CT_enriched,Canonical
CNKSR2-225,CNKSR2,OPC,Minor,AD_enriched,Alternate
CNKSR2-226,CNKSR2,OPC,Dominant,CT_enriched,Alternate
COG8-202,COG8,OPC,Minor,AD_enriched,Alternate
COG8-201,COG8,OPC,Dominant,CT_enriched,Canonical
CRB1-203,CRB1,OPC,Minor,CT_enriched,Canonical
transcript202838.chr7.nic,CREB3L2,OPC,Minor,AD_enriched,Alternate
CREB3L2-201,CREB3L2,OPC,Minor,CT_enriched,Canonical
CRELD1-234,CRELD1,OPC,Dominant,CT_enriched,Alternate
CSGALNACT1-203,CSGALNACT1,OPC,Dominant,CT_enriched,Alternate
CTNNB1-202,CTNNB1,OPC,Minor,CT_enriched,Alternate
CTPS1-210,CTPS1,OPC,Minor,CT_enriched,Alternate
CTTNBP2-201,CTTNBP2,OPC,Dominant,CT_enriched,Canonical
CTTNBP2-206,CTTNBP2,OPC,Minor,AD_enriched,Alternate
CYB5R3-201,CYB5R3,OPC,Dominant,AD_enriched,Canonical
CYB5R3-204,CYB5R3,OPC,Minor,CT_enriched,Alternate
CYFIP2-221,CYFIP2,OPC,Minor,AD_enriched,Alternate
CYP4V2-203,CYP4V2,OPC,Dominant,AD_enriched,Alternate
DAAM1-201,DAAM1,OPC,Minor,AD_enriched,Canonical
DBNL-210,DBNL,OPC,Minor,AD_enriched,Canonical
DBNL-217,DBNL,OPC,Dominant,CT_enriched,Alternate
DCTN5-203,DCTN5,OPC,Minor,AD_enriched,Alternate
DCTN5-201,DCTN5,OPC,Dominant,CT_enriched,Canonical
DDX54-202,DDX54,OPC,Minor,AD_enriched,Alternate
DDX54-201,DDX54,OPC,Dominant,CT_enriched,Canonical
DENND4A-201,DENND4A,OPC,Dominant,CT_enriched,Alternate
DENND4C-201,DENND4C,OPC,Minor,AD_enriched,Alternate
DICER1-225,DICER1,OPC,Minor,AD_enriched,Alternate
DIPK1A-202,DIPK1A,OPC,Dominant,CT_enriched,Alternate
DIPK1A-201,DIPK1A,OPC,Minor,AD_enriched,Canonical
transcript319159.chr3.nic,DLG1,OPC,Minor,AD_enriched,Alternate
DMD-252,DMD,OPC,Dominant,AD_enriched,Alternate
DMPK-223,DMPK,OPC,Minor,AD_enriched,Alternate
DMXL2-201,DMXL2,OPC,Minor,AD_enriched,Alternate
DMXL2-205,DMXL2,OPC,Dominant,CT_enriched,Alternate
DNAJB6-204,DNAJB6,OPC,Minor,AD_enriched,Alternate
DOCK4-212,DOCK4,OPC,Dominant,CT_enriched,Alternate
DPAGT1-201,DPAGT1,OPC,Minor,AD_enriched,Canonical
DYNC1H1-212,DYNC1H1,OPC,Minor,AD_enriched,Alternate
DYNC1H1-249,DYNC1H1,OPC,Dominant,CT_enriched,Alternate
ECHDC1-210,ECHDC1,OPC,Dominant,CT_enriched,Canonical
EDEM3-201,EDEM3,OPC,Dominant,CT_enriched,Canonical
EDEM3-207,EDEM3,OPC,Minor,AD_enriched,Alternate
EDEM3-215,EDEM3,OPC,Minor,AD_enriched,Alternate
EFR3A-201,EFR3A,OPC,Dominant,AD_enriched,Canonical
transcript181031.chr8.nnic,EFR3A,OPC,Minor,CT_enriched,Alternate
EIF4E2-207,EIF4E2,OPC,Dominant,CT_enriched,Alternate
EIF4E2-202,EIF4E2,OPC,Minor,AD_enriched,Alternate
ELMO1-203,ELMO1,OPC,Dominant,CT_enriched,Alternate
ENTPD6-201,ENTPD6,OPC,Dominant,CT_enriched,Alternate
ERBB4-204,ERBB4,OPC,Minor,AD_enriched,Alternate
ERCC4-215,ERCC4,OPC,Dominant,CT_enriched,Alternate
ERCC6L2-201,ERCC6L2,OPC,Minor,AD_enriched,Alternate
ERGIC1-211,ERGIC1,OPC,Minor,AD_enriched,Alternate
ETNK1-201,ETNK1,OPC,Dominant,CT_enriched,Canonical
ETNK1-207,ETNK1,OPC,Minor,AD_enriched,Alternate
ETV1-205,ETV1,OPC,Dominant,CT_enriched,Alternate
EVL-217,EVL,OPC,Minor,AD_enriched,Alternate
EVL-203,EVL,OPC,Dominant,CT_enriched,Alternate
EXOC4-201,EXOC4,OPC,Dominant,CT_enriched,Canonical
FAM13A-202,FAM13A,OPC,Minor,AD_enriched,Alternate
FAM13A-201,FAM13A,OPC,Dominant,CT_enriched,Canonical
FARP1-222,FARP1,OPC,Minor,AD_enriched,Alternate
FASTKD5-202,FASTKD5,OPC,Minor,AD_enriched,Alternate
FASTKD5-201,FASTKD5,OPC,Dominant,CT_enriched,Canonical
FCHSD2-204,FCHSD2,OPC,Dominant,CT_enriched,Canonical
FGFR1OP2-202,FGFR1OP2,OPC,Dominant,CT_enriched,Alternate
transcript241388.chr1.nic,FLAD1,OPC,Minor,AD_enriched,Alternate
FLYWCH1-212,FLYWCH1,OPC,Minor,AD_enriched,Alternate
FMO5-201,FMO5,OPC,Dominant,CT_enriched,Canonical
FTX-260,FTX,OPC,Dominant,CT_enriched,no_MANE_coverage
GCC2-218,GCC2,OPC,Minor,AD_enriched,Alternate
GDAP1-233,GDAP1,OPC,Dominant,CT_enriched,Alternate
GFRA1-209,GFRA1,OPC,Minor,AD_enriched,Alternate
GMDS-DT-220,GMDS-DT,OPC,Dominant,CT_enriched,no_MANE_coverage
GOLIM4-201,GOLIM4,OPC,Minor,AD_enriched,Alternate
GOLIM4-202,GOLIM4,OPC,Dominant,CT_enriched,Canonical
GON4L-204,GON4L,OPC,Dominant,CT_enriched,Alternate
GORASP1-201,GORASP1,OPC,Minor,AD_enriched,Canonical
GPAA1-216,GPAA1,OPC,Minor,CT_enriched,Alternate
GPBP1-208,GPBP1,OPC,Minor,AD_enriched,Alternate
transcript81872.chr1.nnic,GPBP1L1,OPC,Minor,AD_enriched,Alternate
GPR17-206,GPR17,OPC,Minor,CT_enriched,Alternate
GPR17-204,GPR17,OPC,Dominant,AD_enriched,Canonical
GRAMD1C-201,GRAMD1C,OPC,Dominant,AD_enriched,Canonical
GRAMD1C-205,GRAMD1C,OPC,Minor,CT_enriched,Alternate
GRIA4-201,GRIA4,OPC,Minor,CT_enriched,Canonical
transcript27348.chr7.nic,HDAC9,OPC,Dominant,CT_enriched,Alternate
HDLBP-204,HDLBP,OPC,Minor,AD_enriched,Alternate
HECTD4-202,HECTD4,OPC,Dominant,CT_enriched,Alternate
HERPUD1-203,HERPUD1,OPC,Minor,AD_enriched,Alternate
transcript47646.chr7.nic,HERPUD2,OPC,Minor,AD_enriched,Alternate
HIF3A-218,HIF3A,OPC,Minor,AD_enriched,Alternate
HNRNPD-210,HNRNPD,OPC,Minor,CT_enriched,Alternate
HNRNPR-210,HNRNPR,OPC,Dominant,AD_enriched,Alternate
HNRNPR-201,HNRNPR,OPC,Minor,CT_enriched,Canonical
HPS4-248,HPS4,OPC,Minor,AD_enriched,Alternate
HSD17B12-201,HSD17B12,OPC,Dominant,AD_enriched,Canonical
HSD17B12-203,HSD17B12,OPC,Minor,CT_enriched,Alternate
HSPA1A-201,HSPA1A,OPC,Dominant,AD_enriched,Canonical
HTRA1-201,HTRA1,OPC,Dominant,CT_enriched,Canonical
HTRA1-202,HTRA1,OPC,Minor,AD_enriched,Alternate
IARS1-241,IARS1,OPC,Dominant,CT_enriched,Alternate
ICE2-203,ICE2,OPC,Minor,AD_enriched,Alternate
IFIT3-202,IFIT3,OPC,Minor,AD_enriched,Canonical
ITGB4-203,ITGB4,OPC,Dominant,CT_enriched,Alternate
ITSN2-206,ITSN2,OPC,Minor,CT_enriched,Alternate
JAKMIP3-206,JAKMIP3,OPC,Minor,AD_enriched,Alternate
KCNIP4-204,KCNIP4,OPC,Dominant,CT_enriched,Canonical
transcript35436.chr4.nnic,KCNIP4,OPC,Minor,AD_enriched,Alternate
KDM5B-239,KDM5B,OPC,Minor,CT_enriched,Alternate
KIF16B-204,KIF16B,OPC,Dominant,CT_enriched,Alternate
KIF3A-203,KIF3A,OPC,Dominant,CT_enriched,Canonical
KLHL4-202,KLHL4,OPC,Minor,AD_enriched,Canonical
KLHL4-203,KLHL4,OPC,Dominant,CT_enriched,Alternate
KLHL42-201,KLHL42,OPC,Dominant,CT_enriched,Canonical
transcript44618.chr12.nnic,KLHL42,OPC,Minor,AD_enriched,Alternate
KMT5B-201,KMT5B,OPC,Dominant,CT_enriched,Canonical
KRBA2-202,KRBA2,OPC,Minor,AD_enriched,Alternate
KRBA2-201,KRBA2,OPC,Dominant,CT_enriched,Canonical
LCOR-203,LCOR,OPC,Dominant,CT_enriched,Alternate
LINC00662-233,LINC00662,OPC,Dominant,CT_enriched,no_MANE_coverage
LINC00667-204,LINC00667,OPC,Dominant,CT_enriched,no_MANE_coverage
LINC00667-229,LINC00667,OPC,Minor,AD_enriched,no_MANE_coverage
LINC02930-201,LINC02930,OPC,Dominant,CT_enriched,no_MANE_coverage
LINC02981-229,LINC02981,OPC,Minor,AD_enriched,no_MANE_coverage
LINC02981-211,LINC02981,OPC,Minor,AD_enriched,no_MANE_coverage
LMF1-201,LMF1,OPC,Dominant,CT_enriched,Canonical
LMF1-212,LMF1,OPC,Minor,AD_enriched,Alternate
LRRFIP2-205,LRRFIP2,OPC,Minor,AD_enriched,Alternate
LRRFIP2-219,LRRFIP2,OPC,Dominant,CT_enriched,Alternate
LRRN3-203,LRRN3,OPC,Dominant,CT_enriched,Alternate
LRRN3-201,LRRN3,OPC,Minor,AD_enriched,Canonical
MAEA-202,MAEA,OPC,Dominant,CT_enriched,Canonical
transcript160612.chrX.nic,MAMLD1,OPC,Dominant,CT_enriched,Alternate
MAPT-223,MAPT,OPC,Minor,AD_enriched,Alternate
transcript303166.chr3.nic,MASP1,OPC,Dominant,CT_enriched,Alternate
transcript302998.chr3.nic,MASP1,OPC,Minor,AD_enriched,Alternate
MATN2-216,MATN2,OPC,Minor,AD_enriched,Alternate
MBIP-201,MBIP,OPC,Minor,AD_enriched,Alternate
MGA-210,MGA,OPC,Dominant,CT_enriched,Alternate
MGRN1-202,MGRN1,OPC,Minor,AD_enriched,Alternate
MGRN1-203,MGRN1,OPC,Dominant,CT_enriched,Alternate
MIR124-1HG-201,MIR124-1HG,OPC,Dominant,CT_enriched,no_MANE_coverage
MIR9-1HG-220,MIR9-1HG,OPC,Dominant,AD_enriched,no_MANE_coverage
MIR9-1HG-228,MIR9-1HG,OPC,Minor,CT_enriched,no_MANE_coverage
MIR9-3HG-212,MIR9-3HG,OPC,Minor,AD_enriched,no_MANE_coverage
MIR9-3HG-233,MIR9-3HG,OPC,Dominant,CT_enriched,no_MANE_coverage
MOCS1-203,MOCS1,OPC,Dominant,AD_enriched,Alternate
transcript55281.chr6.nic,MOCS1,OPC,Minor,CT_enriched,Alternate
MTFR1L-210,MTFR1L,OPC,Minor,AD_enriched,Alternate
MTHFD1-223,MTHFD1,OPC,Minor,AD_enriched,Alternate
MTHFD1-220,MTHFD1,OPC,Dominant,CT_enriched,Canonical
MTMR2-219,MTMR2,OPC,Dominant,CT_enriched,Alternate
MYSM1-212,MYSM1,OPC,Dominant,CT_enriched,Alternate
MYSM1-220,MYSM1,OPC,Minor,AD_enriched,Alternate
MZF1-201,MZF1,OPC,Minor,CT_enriched,Canonical
MZF1-207,MZF1,OPC,Minor,AD_enriched,Alternate
NAA60-214,NAA60,OPC,Minor,CT_enriched,Alternate
NAP1L1-215,NAP1L1,OPC,Minor,AD_enriched,Alternate
NAP1L1-226,NAP1L1,OPC,Dominant,CT_enriched,Canonical
NCAM1-225,NCAM1,OPC,Dominant,CT_enriched,Alternate
NCOA1-206,NCOA1,OPC,Minor,AD_enriched,Alternate
transcript184301.chr8.nic,NDRG1,OPC,Dominant,CT_enriched,Alternate
NDUFA10-217,NDUFA10,OPC,Minor,AD_enriched,Alternate
NDUFA5-208,NDUFA5,OPC,Dominant,CT_enriched,Alternate
NELFCD-213,NELFCD,OPC,Dominant,CT_enriched,Alternate
NFAT5-208,NFAT5,OPC,Minor,AD_enriched,Alternate
NFAT5-202,NFAT5,OPC,Dominant,CT_enriched,Alternate
transcript6722.chrY.nic,NLGN4Y,OPC,Minor,AD_enriched,Alternate
NOL8-205,NOL8,OPC,Dominant,CT_enriched,Alternate
NONO-216,NONO,OPC,Minor,AD_enriched,Alternate
transcript70613.chr20.nic,NPEPL1,OPC,Dominant,CT_enriched,Alternate
NPM1-220,NPM1,OPC,Minor,AD_enriched,Alternate
transcript80547.chr3.nic,NPRL2,OPC,Dominant,CT_enriched,Alternate
NPRL2-212,NPRL2,OPC,Minor,AD_enriched,Alternate
NRBP1-201,NRBP1,OPC,Dominant,AD_enriched,Alternate
NRDC-211,NRDC,OPC,Minor,AD_enriched,Alternate
NUMA1-205,NUMA1,OPC,Minor,CT_enriched,Canonical
NUP88-222,NUP88,OPC,Minor,CT_enriched,Alternate
OSBPL9-205,OSBPL9,OPC,Minor,CT_enriched,Alternate
OTUD6B-AS1-204,OTUD6B-AS1,OPC,Minor,CT_enriched,no_MANE_coverage
P3H1-207,P3H1,OPC,Dominant,AD_enriched,Alternate
P3H1-214,P3H1,OPC,Minor,CT_enriched,Alternate
PABPN1-201,PABPN1,OPC,Minor,AD_enriched,Canonical
PABPN1-202,PABPN1,OPC,Dominant,CT_enriched,Alternate
PALS1-208,PALS1,OPC,Minor,AD_enriched,Alternate
PAPOLA-223,PAPOLA,OPC,Minor,AD_enriched,Alternate
PAPOLA-201,PAPOLA,OPC,Dominant,CT_enriched,Canonical
PARP10-207,PARP10,OPC,Minor,AD_enriched,Alternate
transcript71512.chr4.nnic,PCDH7,OPC,Dominant,CT_enriched,Alternate
PCNT-205,PCNT,OPC,Dominant,CT_enriched,Alternate
PCNT-209,PCNT,OPC,Minor,AD_enriched,Alternate
PCYOX1L-201,PCYOX1L,OPC,Minor,AD_enriched,Canonical
PDCD10-218,PDCD10,OPC,Dominant,CT_enriched,Alternate
PDE1C-203,PDE1C,OPC,Dominant,CT_enriched,Alternate
PDE1C-202,PDE1C,OPC,Minor,AD_enriched,Alternate
PDS5A-201,PDS5A,OPC,Dominant,CT_enriched,Canonical
PDS5A-202,PDS5A,OPC,Minor,AD_enriched,Alternate
PHYHIP-202,PHYHIP,OPC,Dominant,CT_enriched,Canonical
PHYHIP-201,PHYHIP,OPC,Minor,AD_enriched,Alternate
transcript42403.chr22.nic,PICK1,OPC,Dominant,CT_enriched,Alternate
PIK3CA-208,PIK3CA,OPC,Dominant,CT_enriched,Alternate
PIK3IP1-201,PIK3IP1,OPC,Dominant,AD_enriched,Canonical
PIK3IP1-203,PIK3IP1,OPC,Minor,CT_enriched,Alternate
PLEKHB2-212,PLEKHB2,OPC,Dominant,CT_enriched,Canonical
PLOD2-219,PLOD2,OPC,Dominant,CT_enriched,Alternate
PLOD2-229,PLOD2,OPC,Minor,AD_enriched,Alternate
PMPCA-201,PMPCA,OPC,Minor,AD_enriched,Canonical
PMPCB-207,PMPCB,OPC,Minor,CT_enriched,Alternate
POMT2-202,POMT2,OPC,Minor,AD_enriched,Alternate
POMT2-201,POMT2,OPC,Dominant,CT_enriched,Canonical
PPM1B-207,PPM1B,OPC,Minor,AD_enriched,Alternate
PPP4R3A-206,PPP4R3A,OPC,Minor,CT_enriched,Canonical
PRKCA-202,PRKCA,OPC,Dominant,CT_enriched,Canonical
PRKCA-201,PRKCA,OPC,Minor,AD_enriched,Alternate
PRKRA-218,PRKRA,OPC,Minor,CT_enriched,Alternate
